,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,SalePrice_norm,YesPool,Yes2F,YesGarage,YesBsmt,YesFireplace,TotalLvgSF,TotalQuality,TotalSF,TotalBath,TotalPorchSF,TotalLvgSF_Qual,TotalCondQual
2542,2542,6.981540182990563,RL,29.605515274360933,19.793552385622345,Reg,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,5.986440105030452,6.166047833014125e+51,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,85.05942399819482,Unf,0.0,65.86937840873254,853.0,GasA,TA,Y,SBrkr,8.469119287564592,1448.8145111366175,0.0,10.110885304353909,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.5890144923758043,Maj1,1.6788875934502334,TA,Detchd,6.604446810615721e+123,Unf,2.0,440.0,TA,TA,Y,0.0,13.555853046825899,0.0,0.0,0.0,0.0,0.0,12,2007,WD ,,,0,1,1,1,1,60.40597508846603,89.85650640286306,15.334084549064904,2.5,22.73000441472562,174.00742518119864,64
2543,2543,5.082395977894405,RL,26.347109173140986,19.108862043241142,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,4.670325952935469,5.392523431217404e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,90.58959058371802,952.0,Grav,Fa,N,FuseF,7.8326559962903435,0.0,0.0,8.476449868991333,0.0,0.0,1,0.0,2,0.7509514583083404,Fa,1.6940883969616136,Typ,0.9003031951550163,Gd,Detchd,4.809390113070899e+123,Unf,1.0,192.0,Fa,Po,P,0.0,15.68620537027913,0.0,0.0,10.398661184054198,0.0,0.0,5,2009,WD ,,,0,0,1,1,1,46.61683816542259,55.278932360191156,11.869553041491553,1.0,34.349737759379984,121.35778638827121,36
2544,2544,9.221581512008164,RM,19.720259355108965,14.9111898297956,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,4.670325952935469,8.936935950866462e+51,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,42.1973936213115,264.0,GasA,TA,Y,SBrkr,7.27361204640702,830.9627746295089,0.0,8.954261656546912,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.9003031951550163,TA,BuiltIn,1.5893533825340336e+124,RFn,1.0,336.0,TA,TA,Y,40.151363845407666,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,WD ,,,0,1,1,1,1,43.01840307659078,47.79991882183636,12.754725495739706,1.5,34.83884038222267,108.63577636584421,30
2545,2545,6.607841250151849,FV,31.188030996955913,19.171328877366363,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.1301335173508958e+52,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,98.0204580724511,1088.0,GasA,Ex,Y,SBrkr,8.006049589218355,1060.3798715882049,0.0,9.585973425987747,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,2.7696879303907923e+124,RFn,3.0,1025.0,TA,TA,Y,52.508037940294294,10.527532754412604,0.0,0.0,0.0,0.0,0.0,12,2007,WD ,,,0,1,1,1,1,56.554871306773485,63.230894946193615,13.962731549288659,2.5,51.181913704088025,150.61876639294522,40
2546,2546,6.182484906958001,RL,45.49864508864751,22.101260335049822,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,3.2749531000002285,6.482063971146367e+51,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,83.1544189731192,LwQ,11.786024032053387,0.0,972.0,GasA,TA,Y,FuseA,7.962272158343481,669.2199457996603,0.0,9.279511845765727,0.0,0.7085884032361374,2,0.0,4,0.7509514583083404,Fa,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,7.433573052172262e+123,RFn,1.0,480.0,TA,TA,Y,0.0,0.0,8.620831760008974,0.0,0.0,0.0,6.701853265618549,6,2010,WD ,,,0,1,1,1,1,52.84426842227622,22.782237276628518,14.824733957332247,2.5,19.748840757592102,110.65796940745234,12
2547,2547,9.221581512008164,RM,13.055644165875423,14.25011830749464,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,4.670325952935469,8.649891048831826e+51,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,19.73892775715775,TA,TA,CBlock,TA,TA,No,LwQ,106.25972076041518,Unf,0.0,51.08173822950533,765.0,GasA,Gd,Y,SBrkr,7.550621166752035,721.3484714603832,0.0,9.024451282988672,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,Gd,2.222184992560414,Min1,0.9003031951550163,Fa,Attchd,1.4712038109152283e+124,Unf,2.0,440.0,TA,TA,Y,0.0,9.210374012650696,0.0,0.0,0.0,0.0,0.0,6,2006,WD ,,,0,1,1,1,1,48.823950966459414,47.79991882183636,13.649650211069432,1.5,13.961154974889798,122.56449918483935,30
2548,2548,6.607841250151849,RL,31.188030996955913,19.476444920241658,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,4.670325952935469,8.37151135094142e+51,1969,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,81.44743043133067,Unf,0.0,57.30240551315784,720.0,GasA,Gd,Y,SBrkr,7.472861441006804,706.4415904723157,0.0,8.95895782606946,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.222184992560414,Typ,0.0,None,Detchd,1.3616238940308492e+124,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,WD ,,,0,1,1,1,0,47.846394965589425,47.79991882183636,13.330467746242137,1.5,0.0,120.22113618037649,30
2549,2549,4.300278327162467,RL,27.992851483502935,18.783150175150606,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.336695698030829,8.10155207759172e+51,2005,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,77.12051748111571,Rec,10.62854405870274,35.25359023229118,912.0,GasA,Ex,Y,SBrkr,7.795413391326145,0.0,0.0,8.433208703694715,0.9953655835411324,0.0,1,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,1.620305020393004e+124,Unf,2.0,576.0,TA,TA,Y,56.76971709275687,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,WD ,,,0,0,1,1,0,45.932134046610145,55.278932360191156,13.428040927629436,2.0,48.38735919563429,119.65927878865855,35
2550,2550,4.300278327162467,RM,27.009584398662987,18.388588496280082,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,3.9844166875627045,6.927092067666032e+51,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,54.69726581829565,407.0,GasA,TA,N,FuseA,6.750230252836,0.0,0.0,7.23078756016239,0.0,0.0,1,0.0,1,0.7509514583083404,TA,1.4487999894022248,Typ,0.0,None,Detchd,9.224616426847905e+123,Unf,1.0,297.0,Fa,TA,Y,26.104969522234743,0.0,11.534939971292308,0.0,0.0,0.0,0.0,3,2008,WD ,,,0,0,1,1,0,32.70659233772453,22.782237276628518,9.675770676465602,1.0,43.22786273794811,70.01020927542488,10
2551,2551,4.300278327162467,RL,32.74289477233138,19.589782186009213,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.9844166875627045,7.711881813370327e+51,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,28.162385011806204,TA,TA,CBlock,TA,TA,No,Rec,165.2017854383235,Unf,0.0,62.571250420021684,1244.0,GasA,Ex,Y,SBrkr,8.495280742419107,0.0,0.0,9.250321704446845,0.9953655835411324,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.0705512392897854,Typ,1.6788875934502334,Gd,Attchd,1.0576279065601711e+124,Unf,2.0,440.0,TA,TA,Y,0.0,8.009165317606163,0.0,0.0,22.097732724799503,0.0,0.0,6,2010,WD ,,,0,0,1,1,1,54.8218763972836,47.79991882183636,14.478415245207017,2.5,42.06692709349843,136.92626258208375,30
2552,2552,4.300278327162467,RL,43.00321124108335,19.767547045804218,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.9844166875627045,8.035349880737368e+51,1964,Gable,CompShg,HdBoard,HdBoard,Stone,16.90105848095219,TA,Gd,CBlock,TA,TA,No,LwQ,206.82018664411345,Unf,0.0,45.017939911104,1292.0,GasA,TA,Y,SBrkr,8.230524870733792,0.0,0.0,8.940091493426351,0.9953655835411324,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.0705512392897854,Typ,1.6788875934502334,Gd,Detchd,1.2357808278777248e+124,Unf,2.0,520.0,TA,TA,Y,0.0,8.629585320048509,0.0,0.0,16.46162378216243,0.0,0.0,7,2009,COD,,,0,0,1,1,1,52.8610644193065,40.801625121993396,14.445758766867412,2.5,32.013885303547426,127.37434534521745,25
2553,2553,6.607841250151849,FV,42.72279883933018,18.869914141416327,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.9844166875627045,1.0511176989550764e+52,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,66.78050586305557,569.0,GasA,Ex,Y,SBrkr,7.69225467445738,1021.3911888821882,0.0,9.358604709571111,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,TA,BuiltIn,2.333175796696031e+124,Unf,1.0,434.0,TA,TA,Y,0.0,30.98698058435846,0.0,0.0,18.117940304348778,0.0,0.0,11,2006,WD ,,,0,1,1,1,1,50.05676368783234,55.278932360191156,13.522965269271117,2.5,78.5164819829247,129.88494384304786,35
2554,2554,4.300278327162467,RL,26.679061984033904,19.664311560235607,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,3.9844166875627045,1.148433322872524e+52,2008,Gable,CompShg,VinylSd,VinylSd,Stone,22.70010179875241,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,124.01205590108711,1622.0,GasA,Ex,Y,SBrkr,8.536454203931623,0.0,0.0,9.298689300860746,0.9953655835411324,0.0,2,0.0,3,0.7509514583083404,Ex,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,2.876983274345273e+124,RFn,3.0,860.0,TA,TA,Y,46.063312264684704,10.020906499064152,0.0,0.0,0.0,0.0,0.0,1,2009,WD ,,,0,0,1,1,1,58.08115313824776,63.230894946193615,13.408012987537361,3.0,45.77857144682015,154.5098348587038,40
2555,2555,6.607841250151849,RL,44.67235054932562,21.48283036769926,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.0013522336694651e+52,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,23.236941648798588,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,108.27422493278932,1288.0,GasA,Ex,Y,SBrkr,8.239623785300317,1370.057896829027,0.0,9.918170636990743,0.0,0.0,2,1.0684050848584057,4,0.7509514583083404,Gd,2.4784511538138516,Typ,0.9003031951550163,TA,Attchd,2.0802007561322389e+124,Unf,2.0,462.0,TA,TA,Y,37.34456829814077,14.302415609010158,0.0,0.0,0.0,0.0,0.0,4,2006,WD ,,,0,1,1,1,1,61.25775375859617,63.230894946193615,14.615369820044775,2.5,45.07817234017344,162.60289606149155,40
2556,2556,5.082395977894405,RM,23.289846131925756,17.73770570767902,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,4.670325952935469,5.815638603098503e+51,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,91.03853987552671,960.0,GasA,Gd,Y,SBrkr,7.889922326625559,0.0,0.0,8.542992805868982,0.0,0.0,1,0.0,2,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,5.865642740237449e+123,Unf,1.0,264.0,TA,TA,Y,0.0,5.581984566128054,8.0298266205013,0.0,0.0,0.0,0.0,3,2009,WD ,,,0,0,1,1,0,47.12826982350791,47.79991882183636,11.99136386652265,1.0,21.054289375047745,118.49917232490179,30
2557,2557,6.182484906958001,RM,23.289846131925756,17.73770570767902,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4.670325952935469,6.375075175865479e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,89.17632516015684,927.0,GasA,TA,Y,SBrkr,7.980685138130929,562.9067747877325,0.0,9.209574662787539,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,2.2456912242803347e+124,Unf,2.0,576.0,TA,TA,Y,34.22294984659457,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD ,,,0,1,1,1,0,51.856230864210175,47.79991882183636,13.237758295990425,1.5,29.934170385969757,129.828554566142,30
2558,2558,6.981540182990563,I (all),26.347109173140986,27.24780200120382,IR1,Low,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,0.9258355562057362,4.710741438125382e+51,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,74.62012970285909,686.0,GasA,Ex,Y,SBrkr,8.078278743821187,828.4660117711943,0.0,9.484285972312051,0.0,0.0,2,0.0,4,0.7509514583083404,TA,2.222184992560414,Maj1,0.0,None,Detchd,3.4929233126897435e+123,Unf,1.0,288.0,TA,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008,WD ,,,0,1,1,1,0,52.336663844340436,17.804027829663468,13.765358477433196,2.0,0.0,103.16755615708834,5
2559,2559,7.315959199956679,RL,31.188030996955913,19.479223781148207,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,3.9844166875627045,8.235494206580758e+51,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,105.87126402838007,Rec,10.77066145771809,23.369070816251515,980.0,GasA,Gd,Y,SBrkr,7.870220650159495,0.0,0.0,8.520092414169907,0.0,0.0,2,0.0,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Attchd,1.3098565038996896e+124,Fin,1.0,384.0,TA,TA,Y,24.14310722366131,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,WD ,,,0,0,1,1,0,47.177971472009474,40.801625121993396,13.804737033647504,2.0,21.479799253646767,114.24936895673716,25
2560,2560,8.394950966035468,RL,20.45093418124369,16.197344694629496,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,3.9844166875627045,1.1031959655434291e+52,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.84503679354246,Gd,TA,PConc,Gd,TA,Gd,GLQ,218.06608452404393,Unf,0.0,49.291687799418305,1415.0,GasA,Ex,Y,SBrkr,8.38659674863568,0.0,0.0,9.122805539734713,0.9953655835411324,0.0,2,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,TA,Attchd,2.6160149597147566e+124,Fin,3.0,644.0,TA,TA,Y,43.05974480152136,6.610393155577954,0.0,0.0,20.904215228963853,0.0,0.0,8,2008,WD ,,,0,0,1,1,1,55.185990521332755,55.278932360191156,14.757502431858983,3.0,59.46068414400879,142.5820510935854,35
2561,2561,6.607841250151849,RL,40.74119379975473,20.811304662391294,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,3.9844166875627045,1.1392489551493666e+52,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,28.863086996850853,Ex,TA,PConc,Ex,TA,Gd,GLQ,251.44015560648648,Unf,0.0,70.94422376561586,1934.0,GasA,Ex,Y,SBrkr,8.769515086657638,862.1928551959866,0.0,10.068636446503552,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Ex,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,2.8228392203700986e+124,RFn,3.0,1040.0,TA,TA,Y,62.49354523014583,11.920340595669245,0.0,0.0,0.0,0.0,0.0,12,2007,New,,,0,1,1,1,1,66.84059320531817,71.64872528404014,16.23127170317351,3.5,60.18068973928033,182.0047520615615,45
2562,2562,8.394950966035468,RL,17.851210017009198,15.930790832020703,IR1,Lvl,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,3.9844166875627045,9.158057134537081e+51,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,185.5002590583201,Unf,0.0,33.02612800207271,1036.0,GasA,TA,Y,SBrkr,7.942351380851328,0.0,0.0,8.603971033980628,0.9953655835411324,0.0,1,0.0,1,0.7509514583083404,Gd,1.6940883969616136,Typ,0.9003031951550163,TA,Detchd,1.6839791169806485e+124,Fin,2.0,484.0,TA,TA,Y,38.55920299287385,16.489986694221074,0.0,0.0,0.0,0.0,0.0,9,2006,WD ,,,0,0,1,1,1,48.27166928184928,63.230894946193615,13.863000737564843,2.0,49.46238426569043,129.47052896010075,40
2563,2563,7.619390373009556,RL,31.188030996955913,19.50889103534695,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,3.9844166875627045,8.10155207759172e+51,1965,Hip,CompShg,AsphShn,AsphShn,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,N,SBrkr,8.563764127941075,0.0,0.0,9.330789138821864,0.0,0.0,2,0.0,4,1.248528863524039,TA,2.35700115516981,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,WD ,,,0,0,0,0,0,44.09080165214077,40.801625121993396,13.469550631825072,2.0,0.0,107.10892828657727,25
2564,2564,6.182484906958001,RM,26.347109173140986,19.419300827170094,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5.986440105030452,5.815638603098503e+51,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,75.64703610860228,702.0,GasA,Gd,Y,SBrkr,7.67400899921567,758.6594895657215,0.0,9.14073931571139,0.0,0.0,1,0.0,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Detchd,5.750600632725109e+123,Unf,1.0,250.0,TA,Fa,P,0.0,0.0,9.951689656377877,0.0,0.0,0.0,0.0,7,2007,WD ,,,0,1,1,1,0,49.23685169244573,63.230894946193615,13.106834927497777,1.0,24.735058049920973,131.93765964520517,40
2565,2565,5.082395977894405,RL,35.777980502739396,17.289687562884566,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,3.9844166875627045,6.590735207042309e+51,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,55.41626029572084,416.0,GasA,Gd,N,FuseA,7.237998217842646,0.0,0.0,7.789259783460512,0.9953655835411324,0.0,1,0.0,2,0.7509514583083404,Gd,1.6940883969616136,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,14.211298027015138,0.0,0.0,0.0,0.0,0.0,6,2009,WD ,,,0,0,0,1,0,35.886150642573135,22.782237276628518,10.63911031787123,2.0,24.14309282504825,76.4506799680698,10
2566,2566,8.394950966035468,RL,13.055644165875423,14.168899045917499,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,4.670325952935469,8.864348729526686e+51,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,131.22776956444997,Unf,0.0,45.56734053700798,836.0,GasA,TA,Y,SBrkr,7.664792244078166,0.0,0.0,8.281763221273541,0.0,0.7085884032361374,1,0.0,2,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Attchd,1.558977788515842e+124,Unf,1.0,345.0,TA,TA,Y,41.90782046414529,6.610393155577954,0.0,0.0,0.0,0.0,0.0,10,2009,WD ,,,0,0,1,1,0,44.178451379251804,63.230894946193615,12.901653651977691,1.5,39.386686745664555,118.99852478769569,42
2567,2567,6.607841250151849,RL,27.338705141685086,19.470882087986382,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.9844166875627045,1.1301335173508958e+52,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,75.39123706055923,698.0,GasA,Ex,Y,SBrkr,7.433129742929727,1283.8505734065668,0.0,9.40573965066925,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,BuiltIn,2.8228392203700986e+124,Unf,3.0,350.0,TA,TA,Y,0.0,8.924486671783573,0.0,0.0,0.0,0.0,0.0,6,2007,New,,,0,1,1,1,1,51.665674997515346,47.79991882183636,13.61367056994009,3.5,13.423830181865057,129.37227254716362,30
2568,2568,4.300278327162467,RL,32.74289477233138,19.577370820371993,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,4.670325952935469,8.720830206011257e+51,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,18.587417341807335,TA,TA,CBlock,TA,TA,No,ALQ,168.6471622035795,Unf,0.0,49.807712627653764,1103.0,GasA,TA,Y,SBrkr,8.023880540800619,0.0,0.0,8.698901046572566,0.0,0.0,2,0.0,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Attchd,1.4999131658429253e+124,Unf,2.0,462.0,TA,TA,Y,66.74327855790024,14.482879512395318,0.0,0.0,0.0,0.0,0.0,6,2006,WD ,,,0,0,1,1,0,49.53396148984082,55.278932360191156,13.801472074301554,2.0,66.3435329845316,128.58961653761622,36
2569,2569,4.300278327162467,RL,27.66645192195657,18.41337355444045,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.167010797442843e+52,2010,Gable,CompShg,VinylSd,VinylSd,Stone,12.714037932571637,Gd,TA,PConc,Gd,TA,No,GLQ,12.89784382361673,Unf,0.0,103.74936020652606,1222.0,GasA,Ex,Y,SBrkr,8.157601335668398,0.0,0.0,8.854881911789667,0.0,0.0,2,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Attchd,2.9321381271833726e+124,RFn,2.0,615.0,TA,TA,Y,0.0,11.474777277822152,0.0,0.0,0.0,0.0,0.0,3,2010,WD ,,,0,0,1,1,0,51.665674997515346,55.278932360191156,12.624153061984927,2.0,18.395342357535835,133.86990363138545,35
2570,2570,7.153069972860614,RL,26.347109173140986,18.908838473734026,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,5.986440105030452,6.536187749193772e+51,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,101.56250697949261,Unf,0.0,49.291687799418305,720.0,GasA,Ex,Y,SBrkr,7.962272158343481,870.9439902463963,4.837961116262267,9.763146217506042,0.0,0.0,2,1.0684050848584057,4,0.7509514583083404,Gd,2.35700115516981,Typ,0.9003031951550163,Gd,Detchd,7.581276808301736e+123,Unf,1.0,240.0,TA,TA,Y,61.53050392911789,7.340301147755974,0.0,0.0,0.0,0.0,0.0,7,2008,WD ,,,0,1,1,1,1,55.515355642234844,63.230894946193615,14.249233204577221,2.5,55.28311775518917,147.96767071163495,40
2571,2571,6.182484906958001,RM,22.94174135291934,19.171328877366363,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,4.670325952935469,6.42836079806613e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,80.51888017605157,780.0,GasA,TA,Y,SBrkr,7.575566662177268,715.1360311417172,0.0,9.035675661085348,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,Detchd,1.6518433268172474e+124,Unf,1.0,544.0,TA,TA,P,0.0,20.26196650368501,0.0,0.0,19.47705463226774,0.0,0.0,12,2007,WD ,,,0,1,1,1,1,49.05918292754503,55.278932360191156,12.907991709989702,1.5,55.533713493752735,127.41308161262238,36
2572,2572,9.221581512008164,RM,11.766939648265808,13.200873440289627,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,3.9844166875627045,8.440307410156834e+51,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,65.16242410637138,546.0,GasA,TA,Y,SBrkr,7.120382819502862,654.3500718135538,0.0,8.683693782099555,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,8.924486671783573,0.0,0.0,0.0,0.0,0.0,6,2006,WD ,,,0,1,0,1,0,43.804157719434464,34.29264553707112,12.250482263970028,1.5,13.423830181865057,102.10925997361552,20
2573,2573,6.182484906958001,RL,29.605515274360933,20.423628325434553,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6.621763638534638,7.160203734579833e+51,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,112.59561760333567,Unf,0.0,53.890531014531994,832.0,GasA,Ex,Y,SBrkr,8.153313892415614,1151.1133224764935,0.0,9.740624689705644,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.35700115516981,Typ,1.6788875934502334,TA,Attchd,2.2031552105655324e+124,Fin,2.0,506.0,TA,TA,Y,0.0,15.52022980734069,0.0,0.0,0.0,0.0,0.0,4,2008,WD ,,,0,1,1,1,1,56.142494218532185,89.85650640286306,14.841968631813215,3.5,27.03015701776871,162.2363135208835,63
